OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
710,185c3d02,01/10/2006 07:00:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,GRAND LARCENY,FELONY,H,110,QUEENS,N.Y. POLICE DEPT,1024026,208533,"(40.738970325, -73.856467217)"
711,1230b49b,01/10/2006 07:30:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,BURGLARY,FELONY,F,106,QUEENS,N.Y. POLICE DEPT,1032183,188737,"(40.6845946650001, -73.827173171)"
712,defd72f6,01/10/2006 07:30:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,112,QUEENS,N.Y. POLICE DEPT,1026067,204440,"(40.7277266460001, -73.8491275919999)"
713,8a71619b,01/10/2006 07:30:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,988028,208947,"(40.7401952870001, -73.98636805)"
714,c38deeb7,01/10/2006 07:30:00 AM,Tuesday,Jan,10,2006,7,1,11,2006,BURGLARY,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1018812,245083,"(40.839312083, -73.875094178)"
715,51be30f1,01/10/2006 07:55:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,FELONY ASSAULT,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1010546,253615,"(40.862758367, -73.9049340619999)"
716,89c64c5e,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,1,23,2006,BURGLARY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,984543,166413,"(40.6234499280001, -73.9989459619999)"
717,eeff976b,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,T,120,STATEN ISLAND,N.Y. POLICE DEPT,938090,169884,"(40.6328568210001, -74.166307907)"
718,5331ac0b,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,BURGLARY,FELONY,A,113,QUEENS,N.Y. POLICE DEPT,1040378,183184,"(40.6693048000001, -73.797671443)"
719,f714294a,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,1,11,2006,GRAND LARCENY,FELONY,B,17,MANHATTAN,N.Y. POLICE DEPT,990167,212246,"(40.749249046, -73.978646292)"
720,26e4c060,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,2,13,2006,GRAND LARCENY,FELONY,D,17,MANHATTAN,N.Y. POLICE DEPT,991133,212447,"(40.7498000410001, -73.975159678)"
721,b8a4a166,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,2,9,2006,RAPE,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1018699,215043,"(40.756860977, -73.875656664)"
722,28b06b09,01/10/2006 08:00:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,63,BROOKLYN,N.Y. POLICE DEPT,1000448,168068,"(40.6279777550001, -73.941647157)"
723,12980a6d,01/10/2006 08:05:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,ROBBERY,FELONY,C,19,MANHATTAN,N.Y. POLICE DEPT,996773,223149,"(40.7791680820001, -73.954784146)"
724,a91acf5e,01/10/2006 08:10:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,BURGLARY,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,961194,163266,"(40.61478207, -74.083045677)"
725,582cedcb,01/10/2006 08:11:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,ROBBERY,FELONY,,73,BROOKLYN,N.Y. POLICE DEPT,1008585,182712,"(40.6681537370001, -73.912280306)"
726,5b54696e,01/10/2006 08:15:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,GRAND LARCENY,FELONY,G,5,MANHATTAN,N.Y. TRANSIT POLICE,983125,199091,"(40.713143696, -74.004059506)"
727,7a0edead,01/10/2006 08:25:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,FELONY ASSAULT,FELONY,E,60,BROOKLYN,N.Y. POLICE DEPT,988922,149421,"(40.5768090990001, -73.983183168)"
728,26a68213,01/10/2006 08:30:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,BURGLARY,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,987696,163914,"(40.616590027, -73.987589134)"
729,3a68ad4c,01/10/2006 08:30:00 AM,Tuesday,Jan,10,2006,8,1,11,2006,BURGLARY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1015995,212787,"(40.7506789550001, -73.8854274779999)"
730,254d474c,01/10/2006 08:30:00 AM,Tuesday,Jan,10,2006,8,1,11,2006,GRAND LARCENY,FELONY,B,20,MANHATTAN,N.Y. POLICE DEPT,987541,220635,"(40.772276069, -73.988119733)"
731,ca121577,01/10/2006 08:50:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,ROBBERY,FELONY,H,90,BROOKLYN,N.Y. POLICE DEPT,1000697,197070,"(40.7075813170001, -73.940679368)"
732,fdb311f4,01/10/2006 08:55:00 AM,Tuesday,Jan,10,2006,8,1,10,2006,FELONY ASSAULT,FELONY,5,52,BRONX,N.Y. POLICE DEPT,1019583,259726,"(40.8794996330001, -73.8722305969999)"
733,be2cf37b,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,9,1,2006,GRAND LARCENY,FELONY,K,120,STATEN ISLAND,N.Y. POLICE DEPT,953528,166967,"(40.624917274, -74.110674269)"
734,628a72ac,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,3,22,2006,GRAND LARCENY,FELONY,M,67,BROOKLYN,N.Y. POLICE DEPT,1007083,178668,"(40.6570578550001, -73.917708303)"
735,4fa4f20b,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,2,7,2006,GRAND LARCENY,FELONY,C,71,BROOKLYN,N.Y. POLICE DEPT,994938,180018,"(40.660786294, -73.961478335)"
736,76254055,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,ROBBERY,FELONY,A,13,MANHATTAN,N.Y. TRANSIT POLICE,989083,205732,"(40.7313703900001, -73.982563257)"
737,63a36dec,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,BURGLARY,FELONY,B,109,QUEENS,N.Y. POLICE DEPT,1036581,209497,"(40.741550885, -73.811154325)"
738,c216600,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,GRAND LARCENY,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,993253,217320,"(40.763173282, -73.967501759)"
739,bac55f6f,01/10/2006 09:00:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,GRAND LARCENY,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,993665,217540,"(40.763776696, -73.966014183)"
740,e3314de3,01/10/2006 09:15:00 AM,Tuesday,Jan,10,2006,9,1,13,2006,BURGLARY,FELONY,B,18,MANHATTAN,N.Y. POLICE DEPT,991042,215966,"(40.759458873, -73.975484557)"
741,db17fafc,01/10/2006 09:15:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,BURGLARY,FELONY,G,114,QUEENS,N.Y. POLICE DEPT,1006776,220990,"(40.773222365, -73.91867316)"
742,5d31e639,01/10/2006 09:25:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,ROBBERY,FELONY,F,104,QUEENS,N.Y. POLICE DEPT,1008773,197358,"(40.7083531120001, -73.911549308)"
743,691d070f,01/10/2006 09:30:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,BURGLARY,FELONY,6,61,BROOKLYN,N.Y. POLICE DEPT,995231,158570,"(40.601915708, -73.96045716)"
744,3cce60ec,01/10/2006 09:30:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,987526,211899,"(40.7482979910001, -73.988178144)"
745,3b811cb8,01/10/2006 09:30:00 AM,Tuesday,Jan,10,2006,9,2,28,2006,GRAND LARCENY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1001818,248499,"(40.8487381590001, -73.936501616)"
746,8a07cad1,01/10/2006 09:40:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1016143,249617,"(40.8517666160001, -73.884718385)"
747,6a0eb0dd,01/10/2006 09:45:00 AM,Tuesday,Jan,10,2006,9,1,10,2006,GRAND LARCENY,FELONY,E,69,BROOKLYN,N.Y. POLICE DEPT,1015420,169512,"(40.6319012010001, -73.8877029879999)"
748,a86edb27,01/10/2006 09:57:00 AM,Tuesday,Jan,10,2006,9,10,10,2006,GRAND LARCENY,FELONY,D,108,QUEENS,N.Y. POLICE DEPT,1004328,210350,"(40.7440241890001, -73.927543235)"
749,95b240f3,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,16,2007,GRAND LARCENY,FELONY,P,122,STATEN ISLAND,N.Y. POLICE DEPT,941222,152853,"(40.5861260550001, -74.154915363)"
750,1abfef48,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,BURGLARY,FELONY,P,67,BROOKLYN,N.Y. POLICE DEPT,1007218,176225,"(40.6503520050001, -73.917230065)"
751,42e66f8c,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,2,4,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,88,BROOKLYN,N.Y. POLICE DEPT,995409,187100,"(40.6802242210001, -73.9597689719999)"
752,9b76f798,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,2,5,2006,GRAND LARCENY,FELONY,D,79,BROOKLYN,N.Y. POLICE DEPT,999508,190206,"(40.688743366, -73.9449834759999)"
753,df09c1d,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,BURGLARY,FELONY,G,103,QUEENS,N.Y. POLICE DEPT,1039225,190837,"(40.6903177340001, -73.801765328)"
754,71df66ea,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,BURGLARY,FELONY,D,79,BROOKLYN,N.Y. POLICE DEPT,999345,191274,"(40.6916750600001, -73.945568835)"
755,a5bc63ce,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,7,19,2006,GRAND LARCENY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,985929,214009,"(40.7540898550001, -73.993941298)"
756,9c4b10f7,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,11,2006,GRAND LARCENY,FELONY,C,109,QUEENS,N.Y. POLICE DEPT,1033098,214255,"(40.7546302970001, -73.823688849)"
757,dc93d38d,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,BURGLARY,FELONY,G,109,QUEENS,N.Y. POLICE DEPT,1034926,215971,"(40.7593299820001, -73.8170779279999)"
758,31414fb0,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,GRAND LARCENY,FELONY,G,19,MANHATTAN,N.Y. POLICE DEPT,995984,218192,"(40.765563494, -73.957641673)"
759,7f77175d,01/10/2006 10:00:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,GRAND LARCENY,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1017288,258338,"(40.875698895, -73.880536588)"
760,4ad2d49d,01/10/2006 10:15:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,BURGLARY,FELONY,E,115,QUEENS,N.Y. POLICE DEPT,1012844,216566,"(40.761062092, -73.896783978)"
761,6d12d624,01/10/2006 10:20:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,BURGLARY,FELONY,H,111,QUEENS,N.Y. POLICE DEPT,1046186,216826,"(40.7616050240001, -73.7764253519999)"
762,a25325c0,01/10/2006 10:30:00 AM,Tuesday,Jan,10,2006,10,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,6,61,BROOKLYN,N.Y. POLICE DEPT,1003394,152192,"(40.584395509, -73.931079014)"
763,153ef12f,01/10/2006 10:30:00 AM,Tuesday,Jan,10,2006,10,1,19,2006,GRAND LARCENY,FELONY,,122,STATEN ISLAND,N.Y. POLICE DEPT,959046,156543,"(40.5963229640001, -74.0907573539999)"
764,452d3f25,01/10/2006 10:30:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,GRAND LARCENY,FELONY,C,24,MANHATTAN,N.Y. POLICE DEPT,992988,228607,"(40.7941533860001, -73.968443699)"
765,8a50040f,01/10/2006 10:50:00 AM,Tuesday,Jan,10,2006,10,1,10,2006,FELONY ASSAULT,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1012267,180342,"(40.6616377300001, -73.8990175439999)"
766,f6f277d8,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,GRAND LARCENY,FELONY,D,60,BROOKLYN,N.Y. POLICE DEPT,992975,149143,"(40.5760429810001, -73.968593535)"
767,d6abd97c,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,11,2006,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,998150,154850,"(40.5917009620001, -73.949953045)"
768,36b3d0da,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,GRAND LARCENY,FELONY,B,62,BROOKLYN,N.Y. POLICE DEPT,990658,158352,"(40.601321829, -73.9769254459999)"
769,23fa7f77,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,2,13,2006,GRAND LARCENY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,996137,161722,"(40.610566137, -73.957188968)"
770,be563ecb,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,66,BROOKLYN,N.Y. POLICE DEPT,983526,172610,"(40.6404593600001, -74.0026101839999)"
771,f92c7c87,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,990740,213128,"(40.751669511, -73.9765774159999)"
772,989270e4,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,BURGLARY,FELONY,E,111,QUEENS,N.Y. POLICE DEPT,1046596,215253,"(40.7572846730001, -73.7749599319999)"
773,36b360ce,01/10/2006 11:00:00 AM,Tuesday,Jan,10,2006,11,1,11,2006,GRAND LARCENY,FELONY,B,23,MANHATTAN,N.Y. POLICE DEPT,999243,227082,"(40.7899592750001, -73.945856841)"
774,a50d6379,01/10/2006 11:15:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,FELONY ASSAULT,FELONY,J,71,BROOKLYN,N.Y. POLICE DEPT,998846,178882,"(40.6576626450001, -73.947395064)"
775,161dfd86,01/10/2006 11:15:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,BURGLARY,FELONY,B,112,QUEENS,N.Y. POLICE DEPT,1023165,197561,"(40.708858707, -73.859637628)"
776,394c8b76,01/10/2006 11:30:00 AM,Tuesday,Jan,10,2006,11,1,12,2006,BURGLARY,FELONY,B,112,QUEENS,N.Y. POLICE DEPT,1025445,201794,"(40.7204669450001, -73.851387932)"
777,9b29c9d4,01/10/2006 11:30:00 AM,Tuesday,Jan,10,2006,11,1,10,2006,ROBBERY,FELONY,I,47,BRONX,N.Y. POLICE DEPT,1023742,264942,"(40.8937982690001, -73.857160128)"
778,884f5bcf,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,12,2006,GRAND LARCENY,FELONY,,122,STATEN ISLAND,N.Y. POLICE DEPT,946135,140922,"(40.5534003060001, -74.137159835)"
779,5165e43c,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,5,12,2006,GRAND LARCENY,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1014070,178904,"(40.6576848500001, -73.8925252129999)"
780,510f1af,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1012463,186230,"(40.6777983440001, -73.898286444)"
781,b8a8f9a7,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,11,2006,BURGLARY,FELONY,G,103,QUEENS,N.Y. POLICE DEPT,1038668,191105,"(40.6910567730001, -73.8037716599999)"
782,684960a2,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,19,2006,GRAND LARCENY,FELONY,F,79,BROOKLYN,N.Y. HOUSING POLICE,999282,192769,"(40.695778596, -73.945792677)"
783,ff4e5c30,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,13,2006,GRAND LARCENY,FELONY,C,1,MANHATTAN,N.Y. POLICE DEPT,982421,195955,"(40.704535998, -74.0065980969999)"
784,eeae6044,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,2,27,2006,GRAND LARCENY,FELONY,1,112,QUEENS,N.Y. POLICE DEPT,1023564,202988,"(40.723752742, -73.858166769)"
785,5701f858,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,I,1,MANHATTAN,N.Y. POLICE DEPT,983058,204423,"(40.727778744, -74.004302131)"
786,e67120e9,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,5,25,2006,GRAND LARCENY,FELONY,,14,MANHATTAN,N.Y. POLICE DEPT,988461,211832,"(40.7481136960001, -73.984803708)"
787,77b2fd2d,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,BURGLARY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1019085,213217,"(40.7518475630001, -73.8742728459999)"
788,199f7f32,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,2,22,2006,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990536,215053,"(40.7569532960001, -73.977311904)"
789,ad790791,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,1,17,2006,GRAND LARCENY,FELONY,I,19,MANHATTAN,N.Y. POLICE DEPT,997165,221095,"(40.7735298280001, -73.953372682)"
790,93b03d9f,01/10/2006 12:00:00 PM,Tuesday,Jan,10,2006,12,2,19,2006,GRAND LARCENY,FELONY,4,40,BRONX,N.Y. POLICE DEPT,1007648,235115,"(40.8119894020001, -73.91547567)"
791,94d1c789,01/10/2006 12:05:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,ROBBERY,FELONY,F,20,MANHATTAN,N.Y. POLICE DEPT,989695,224746,"(40.783558618, -73.9803396729999)"
792,119638d3,01/10/2006 12:08:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,986481,203322,"(40.7247565650001, -73.991952462)"
793,a6330dfc,01/10/2006 12:10:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,ROBBERY,FELONY,F,67,BROOKLYN,N.Y. POLICE DEPT,1001852,173067,"(40.6416962690001, -73.9365761239999)"
794,b8fdb7a2,01/10/2006 12:10:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,ROBBERY,FELONY,D,83,BROOKLYN,N.Y. HOUSING POLICE,1006631,192820,"(40.6959030460001, -73.9192903759999)"
795,87407b2f,01/10/2006 12:10:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1016596,250802,"(40.8550174380001, -73.883075218)"
796,c53e60cc,01/10/2006 12:30:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,ROBBERY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,994999,150501,"(40.579768201, -73.961305462)"
797,332465ca,01/10/2006 12:30:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,I,70,BROOKLYN,N.Y. POLICE DEPT,995294,176595,"(40.6513904710001, -73.960200798)"
798,859d9e12,01/10/2006 12:30:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,J,83,BROOKLYN,N.Y. POLICE DEPT,1004120,195112,"(40.7022000440001, -73.928338858)"
799,b56abac,01/10/2006 12:30:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,GRAND LARCENY,FELONY,C,1,MANHATTAN,N.Y. POLICE DEPT,981219,196746,"(40.7067067770001, -74.010933704)"
800,59f15104,01/10/2006 12:30:00 PM,Tuesday,Jan,10,2006,12,1,16,2006,BURGLARY,FELONY,C,112,QUEENS,N.Y. POLICE DEPT,1023383,204331,"(40.727439749, -73.858811959)"
801,793c5bbf,01/10/2006 12:35:00 PM,Tuesday,Jan,10,2006,12,1,10,2006,FELONY ASSAULT,FELONY,A,71,BROOKLYN,N.Y. POLICE DEPT,998749,181383,"(40.664527498, -73.9477392909999)"
802,a660c576,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,2,17,2006,GRAND LARCENY,FELONY,C,63,BROOKLYN,N.Y. POLICE DEPT,1006080,162259,"(40.6120211750001, -73.921376325)"
803,98ef7899,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,BURGLARY,FELONY,M,67,BROOKLYN,N.Y. POLICE DEPT,1007016,178100,"(40.655498992, -73.917951697)"
804,44ef3c01,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,7,14,2006,GRAND LARCENY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1052222,180614,"(40.6621677370001, -73.75500235)"
805,5fa9508,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,GRAND LARCENY,FELONY,B,1,MANHATTAN,N.Y. POLICE DEPT,982475,196649,"(40.706440877, -74.0064035189999)"
806,e69e853f,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,1,14,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,103,QUEENS,N.Y. POLICE DEPT,1044130,198583,"(40.7115468050001, -73.784009429)"
807,95867900,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,3,9,2006,GRAND LARCENY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1018289,214223,"(40.7546118750001, -73.877140721)"
808,664eb017,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,GRAND LARCENY,FELONY,E,18,MANHATTAN,N.Y. POLICE DEPT,990625,216792,"(40.761726342, -73.9769890059999)"
809,edc61f49,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,3,20,2006,BURGLARY,FELONY,B,30,MANHATTAN,N.Y. POLICE DEPT,997098,237847,"(40.819509618, -73.953582535)"
810,ce654e5f,01/10/2006 01:00:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,BURGLARY,FELONY,B,43,BRONX,N.Y. POLICE DEPT,1027935,238389,"(40.8208985810001, -73.8421672539999)"
811,8d5bc3c5,01/10/2006 01:10:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,BURGLARY,FELONY,C,84,BROOKLYN,N.Y. POLICE DEPT,989759,195505,"(40.7032993290001, -73.9801325139999)"
812,2696736d,01/10/2006 01:15:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,GRAND LARCENY,FELONY,J,18,MANHATTAN,N.Y. POLICE DEPT,986462,217757,"(40.7643770400001, -73.992016265)"
813,45b26f59,01/10/2006 01:25:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,ROBBERY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,989234,214284,"(40.754843416, -73.98201209)"
814,6b878f7a,01/10/2006 01:30:00 PM,Tuesday,Jan,10,2006,13,1,11,2006,GRAND LARCENY,FELONY,G,76,BROOKLYN,N.Y. POLICE DEPT,985819,187385,"(40.6810133750001, -73.994344531)"
815,b7406fd,01/10/2006 01:30:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,GRAND LARCENY,FELONY,D,7,MANHATTAN,N.Y. POLICE DEPT,989068,201967,"(40.721036387, -73.982620074)"
816,b3d202b4,01/10/2006 01:40:00 PM,Tuesday,Jan,10,2006,13,1,18,2006,ROBBERY,FELONY,D,107,QUEENS,N.Y. POLICE DEPT,1047020,199895,"(40.7151278900001, -73.773572777)"
817,e8d7067f,01/10/2006 01:45:00 PM,Tuesday,Jan,10,2006,13,1,10,2006,BURGLARY,FELONY,P,113,QUEENS,N.Y. POLICE DEPT,1048671,195720,"(40.703656675, -73.7676571389999)"
818,ab31ab80,01/10/2006 02:00:00 PM,Tuesday,Jan,10,2006,14,1,11,2006,BURGLARY,FELONY,B,105,QUEENS,N.Y. POLICE DEPT,1055099,177651,"(40.6540124320001, -73.744663644)"
819,3fc08df,01/10/2006 02:00:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,BURGLARY,FELONY,A,71,BROOKLYN,N.Y. POLICE DEPT,994872,182353,"(40.667195432, -73.961712542)"
820,c47f71dd,01/10/2006 02:00:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,ROBBERY,FELONY,B,33,MANHATTAN,N.Y. POLICE DEPT,999702,244380,"(40.837436665, -73.944159423)"
821,f3aef69c,01/10/2006 02:05:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,GRAND LARCENY,FELONY,E,102,QUEENS,N.Y. POLICE DEPT,1022944,188537,"(40.6840909210001, -73.860486597)"
822,ae56fdfe,01/10/2006 02:05:00 PM,Tuesday,Jan,10,2006,14,1,12,2006,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,987496,206933,"(40.7346675650001, -73.988288811)"
823,fb1691e2,01/10/2006 02:15:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,GRAND LARCENY,FELONY,D,10,MANHATTAN,N.Y. POLICE DEPT,984517,212390,"(40.7496462650001, -73.999037808)"
824,1047c2ce,01/10/2006 02:20:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,ROBBERY,FELONY,M,113,QUEENS,N.Y. POLICE DEPT,1043652,190369,"(40.6890045800001, -73.785806054)"
825,517d3803,01/10/2006 02:20:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,FELONY ASSAULT,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,983662,209917,"(40.7428584830001, -74.0021234069999)"
826,393a9028,01/10/2006 02:20:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,GRAND LARCENY,FELONY,K,108,QUEENS,N.Y. TRANSIT POLICE,1011020,210932,"(40.7456039090001, -73.9033906029999)"
827,b444b89c,01/10/2006 02:25:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,GRAND LARCENY,FELONY,C,7,MANHATTAN,N.Y. POLICE DEPT,987296,201153,"(40.71880294, -73.9890130919999)"
828,9dbb8f7e,01/10/2006 02:30:00 PM,Tuesday,Jan,10,2006,14,1,11,2006,BURGLARY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1017050,181753,"(40.6654941840001, -73.881770952)"
829,f037e2fd,01/10/2006 02:30:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1016145,259815,"(40.8797570040001, -73.884662621)"
830,d82e6ccd,01/10/2006 02:45:00 PM,Tuesday,Jan,10,2006,14,1,10,2006,GRAND LARCENY,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1012630,174951,"(40.646839463, -73.8977318399999)"
